accession	species	superkingdom	phylum	class	order	family	genus	data_type
GCF_902595615.1_AG-915-O02_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_028402095.1_ASM2840209v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000316625.1_ASM31662v1_genomic	Nostoc sp. PCC 7107		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_048593405.1_ASM4859340v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_028619105.1_ASM2861910v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000485815.1_ASM48581v1_genomic	Picosynechococcus sp. NKBG15041c		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised
GCF_900290145.1_Le_suionicum_CECT_9216_Spades_Prokka_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_902521235.1_AG-894-N05_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_963920465.1_KAC_114_genomic	Synechococcus sp. CBW1107		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_046305755.1_ASM4630575v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_001632125.1_ASM163212v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_028619655.1_ASM2861965v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246505.1_ASM2024650v1_genomic	Microcystis sp. M076S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_015206895.1_ASM1520689v1_genomic	Nostoc sp. LEGE 12450		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_034530675.2_ASM3453067v2_genomic	Nostoc sp. DedVER02		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047305235.1_ASM4730523v1_genomic	Prochlorococcus sp. MIT 1011		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_047304555.1_ASM4730455v1_genomic	Synechococcus sp. WH 6501		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_030017255.1_ASM3001725v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_964245575.1_public_SRR14722145_metawrap_bin.2_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_034530735.2_ASM3453073v2_genomic	Nostoc sp. EfeVER01		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_028619575.1_ASM2861957v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036917095.1_ASM3691709v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_020245035.1_ASM2024503v1_genomic	Microcystis sp. M40BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_004551615.1_ASM455161v1_genomic	Leuconostoc kimchii		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_009811855.1_ASM981185v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_002608145.1_ASM260814v1_genomic	Nostoc linckia		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_001046875.1_ASM104687v1_genomic	Nostocoides jenkinsii		Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Nostocoides	supervised
GCF_029582805.1_ASM2958280v1_genomic	Candidatus Synechococcus calcipolaris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_046318935.1_ASM4631893v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_028620275.1_ASM2862027v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_028619045.1_ASM2861904v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_014698635.1_ASM1469863v1_genomic	Nostoc sp. FACHB-857		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047502615.1_ASM4750261v1_genomic	Synechococcus sp. W60.3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000981785.2_ASM98178v2_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_047461715.1_ASM4746171v1_genomic	Synechococcus sp. R8-2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020246865.1_ASM2024686v1_genomic	Microcystis sp. M017S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014634725.1_ASM1463472v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_025128075.1_ASM2512807v1_genomic	Synechococcus sp. CS-1327		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_034530895.1_ASM3453089v1_genomic	Nostoc sp. DedQUE08		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_023734775.1_ASM2373477v1_genomic	Nostoc commune		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_018991785.1_ASM1899178v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002092515.1_ASM209251v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047302865.1_ASM4730286v1_genomic	Prochlorococcus sp. MIT 0702		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_037619055.1_ASM3761905v1_genomic	Nostoc punctiforme		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_008689765.1_ASM868976v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_034931685.1_ASM3493168v1_genomic	Synechococcus sp. CCY9202		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_937995695.1_H1_Bin_Bin_48_1_genomic	uncultured Thermosynechococcus sp.		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_025395235.1_ASM2539523v1_genomic	Leuconostoc holzapfelii		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002092705.1_ASM209270v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_938002295.1_L1_Bin_METABAT_121_1_genomic	uncultured Thermosynechococcus sp.		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_031583495.1_ASM3158349v1_genomic	Thermosynechococcus sp. TG218		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_000160595.1_ASM16059v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036919495.1_ASM3691949v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047461655.1_ASM4746165v1_genomic	Synechococcus sp. W55.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047718495.1_ASM4771849v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047724235.1_ASM4772423v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_008689695.1_ASM868969v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_000759975.1_ASM75997v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_045111315.1_ASM4511131v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047304065.1_ASM4730406v1_genomic	Synechococcus sp. MIT S9510		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_036916595.1_ASM3691659v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_017695955.1_ASM1769595v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_014222285.1_ASM1422228v1_genomic	Nostoc sp. UCD121		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_963897035.1_ena-yuan-GCF_021596505.1_genomic	Nostoc sp. CMAA1605		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_020246085.1_ASM2024608v1_genomic	Microcystis sp. M137S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_009792235.1_ASM979223v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_032919725.1_ASM3291972v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020244605.1_ASM2024460v1_genomic	Microcystis sp. M60BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_902622435.1_AG-893-K05_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_014698505.1_ASM1469850v1_genomic	Nostoc foliaceum		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047302985.1_ASM4730298v1_genomic	Prochlorococcus sp. MIT 0707		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_028620005.1_ASM2862000v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020245305.1_ASM2024530v1_genomic	Microcystis sp. M20BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_016624925.1_S50_genomic	Leuconostoc sp. S50		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_009811835.1_ASM981183v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_000015965.1_ASM1596v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_030553035.1_ASM3055303v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_014279815.1_ASM1427981v1_genomic	Synechococcus sp. NOUM97013		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_000012525.1_ASM1252v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_020245985.1_ASM2024598v1_genomic	Microcystis sp. M152S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_046299635.1_ASM4629963v1_genomic	Thermosynechococcus sp.		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_033174725.1_ASM3317472v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_001521855.1_ASM152185v1_genomic	Picosynechococcus sp. PCC 73109		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	supervised
GCF_000013225.1_ASM1322v1_genomic	Synechococcus sp. JA-2-3B'a(2-13)		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_019048965.1_ASM1904896v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036670205.1_ASM3667020v1_genomic	GCF_036670205.1_ASM3667020v1_genomic							supervised
GCF_027530405.1_ASM2753040v1_genomic	Microcystis sp. LE19-41.2A		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_015840525.1_ASM1584052v1_genomic	Synechococcus sp. CBW1006		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_002949795.1_ASM294979v1_genomic	Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047723515.1_ASM4772351v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_019927085.1_ASM1992708v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_036919655.1_ASM3691965v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_047302875.1_ASM4730287v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_000239915.1_ASM23991v2_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_964186925.1_AMBV-1431_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020244905.1_ASM2024490v1_genomic	Microcystis sp. M42BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_027676125.1_ASM2767612v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_031583295.1_ASM3158329v1_genomic	Thermosynechococcus sp. PKX95		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_017696055.1_ASM1769605v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_020246685.1_ASM2024668v1_genomic	Microcystis sp. M043S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_047304545.1_ASM4730454v1_genomic	Synechococcus sp. MIT S9501		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_024345995.1_ASM2434599v1_genomic	Synechococcus sp. Cruz-7E5		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_005049065.1_ASM504906v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_964187065.1_AMBP-0236_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_023743975.1_ASM2374397v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_001040845.1_ASM104084v1_genomic	Synechococcus sp. WH 8020		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_047723095.1_ASM4772309v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047303465.1_ASM4730346v1_genomic	Prochlorococcus sp. MIT 0703		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_964187075.1_AMBF-0166_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_045063855.1_ASM4506385v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002760445.1_ASM276044v1_genomic	Synechococcus sp. 65AY640		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_025188725.1_ASM2518872v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_017114965.1_ASM1711496v1_genomic	Nostoc sp. JL31		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_019324835.1_ASM1932483v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_030518735.1_ASM3051873v1_genomic	Thermosynechococcus sp. JY1339		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_036916855.1_ASM3691685v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_039871445.1_ASM3987144v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_025189045.1_ASM2518904v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_047228265.1_ASM4722826v1_genomic	Nostoc sp. UIC 10607		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_020829645.1_ASM2082964v1_genomic	Nostoc mirabile		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_024345695.1_ASM2434569v1_genomic	Synechococcus sp. L2F		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_031460915.1_ASM3146091v1_genomic	Thermosynechococcus sp. TG252		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised
GCF_020089325.1_ASM2008932v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_002897135.1_NcycadaeWK-1_v1_genomic	Nostoc cycadae		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_009712085.1_ASM971208v1_genomic	Anabaena sp. UHCC 0253		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised
GCF_009372195.1_ASM937219v1_genomic	Nostoc sphaeroides		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_001632145.1_ASM163214v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_024346035.1_ASM2434603v1_genomic	Synechococcus sp. Cruz CV-v-12		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_034530835.1_ASM3453083v1_genomic	Nostoc sp. DedQUE12b		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_025188545.1_ASM2518854v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_020246245.1_ASM2024624v1_genomic	Microcystis sp. M114S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_019325055.1_ASM1932505v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised
GCF_046297055.1_ASM4629705v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_002252635.1_ASM225263v1_genomic	Synechococcus sp. MW101C3		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised
GCF_036917035.1_ASM3691703v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_017115105.1_ASM1711510v1_genomic	Nostoc sp. NMS2		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_003113895.1_ASM311389v1_genomic	Nostoc commune		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_020245685.1_ASM2024568v1_genomic	Microcystis sp. M043S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_028331205.1_ASM2833120v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised
GCF_021253825.1_ASM2125382v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_013393925.1_ASM1339392v1_genomic	Nostoc sp. C057		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
GCF_000775285.1_ASM77528v1_genomic	Neosynechococcus sphagnicola		Cyanobacteriota	Cyanophyceae	Neosynechococcales	Neosynechococcaceae	Neosynechococcus	supervised
GCF_039871315.1_ASM3987131v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised
GCF_034531035.1_ASM3453103v2_genomic	Nostoc sp. DedQUE02		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised
