accession	accession_full	species	superkingdom	phylum	class	order	family	genus	data_type	source
GCF_000332215.1	GCF_000332215.1_ASM33221v1_genomic	Pseudanabaena biceps		Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	supervised	NCBI_RefSeq
GCF_025127975.1	GCF_025127975.1_ASM2512797v1_genomic	Synechococcus sp. CS-1331		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036916575.1	GCF_036916575.1_ASM3691657v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_024346215.1	GCF_024346215.1_ASM2434621v1_genomic	Synechococcus lacustris		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_019704275.1	GCF_019704275.1_ASM1970427v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_014279535.1	GCF_014279535.1_ASM1427953v1_genomic	Synechococcus sp. TAK9802		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047305145.1	GCF_047305145.1_ASM4730514v1_genomic	Prochlorococcus sp. MIT 9321		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_001631935.1	GCF_001631935.1_ASM163193v1_genomic	Synechococcus sp. MIT S9509		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047304625.1	GCF_047304625.1_ASM4730462v1_genomic	Prochlorococcus sp. MIT 0601		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_019324985.1	GCF_019324985.1_ASM1932498v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_003346165.1	GCF_003346165.1_ASM334616v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020089485.1	GCF_020089485.1_ASM2008948v1_genomic	Leuconostoc gelidum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_028619905.1	GCF_028619905.1_ASM2861990v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245785.1	GCF_020245785.1_ASM2024578v1_genomic	Microcystis sp. M025S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_007989545.1	GCF_007989545.1_ASM798954v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000332585.1	GCF_000332585.1_MicAerD1.0_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_036916655.1	GCF_036916655.1_ASM3691665v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_036917795.1	GCF_036917795.1_ASM3691779v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001672255.1	GCF_001672255.1_ASM167225v1_genomic	Anabaena sp. AL09		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_028619335.1	GCF_028619335.1_ASM2861933v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_902626525.1	GCF_902626525.1_AH-321-C14_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_015206985.1	GCF_015206985.1_ASM1520698v1_genomic	Nostoc sp. LEGE 12447		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001891125.1	GCF_001891125.1_ASM189112v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_913031015.1	GCF_913031015.1_ERR599153_bin.15_MetaBAT_v2.12.1_MAG_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_025128095.1	GCF_025128095.1_ASM2512809v1_genomic	Synechococcus sp. CS-1328		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000015685.1	GCF_000015685.1_ASM1568v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_034531155.1	GCF_034531155.1_ASM3453115v1_genomic	Nostoc sp. ChiVER01		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_042954245.1	GCF_042954245.1_ASM4295424v1_genomic	Parasynechococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Parasynechococcus	supervised	NCBI_RefSeq
GCF_036917895.1	GCF_036917895.1_ASM3691789v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_047462275.1	GCF_047462275.1_ASM4746227v1_genomic	Synechococcus sp. H70.2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_005864365.1	GCF_005864365.1_ASM586436v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_009296125.1	GCF_009296125.1_ASM929612v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036829415.1	GCF_036829415.1_ASM3682941v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_032003385.1	GCF_032003385.1_ASM3200338v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000230675.1	GCF_000230675.1_ASM23067v1_genomic	Synechococcus sp. WH 8016		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_002721235.1	GCF_002721235.1_ASM272123v1_genomic	Synechococcus sp. BDU 130192		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_005869855.1	GCF_005869855.1_ASM586985v1_genomic	Nostoc sp. PA-18-2419		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_036917135.1	GCF_036917135.1_ASM3691713v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_964186845.1	GCF_964186845.1_AMBV-1424_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002092415.1	GCF_002092415.1_ASM209241v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000155595.1	GCF_000155595.1_ASM15559v1_genomic	Synechococcus sp. PCC 7335		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000759955.1	GCF_000759955.1_ASM75995v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_036918075.1	GCF_036918075.1_ASM3691807v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_045527745.1	GCF_045527745.1_ASM4552774v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_034120155.1	GCF_034120155.1_ASM3412015v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014279955.1	GCF_014279955.1_ASM1427995v1_genomic	Synechococcus sp. BMK-MC-1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_014696225.1	GCF_014696225.1_ASM1469622v1_genomic	Anabaena sp. FACHB-1237		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_963896835.1	GCF_963896835.1_ena-yuan-GCF_022063185.1_genomic	Nostoc sp. UHCC 0870		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_018257095.1	GCF_018257095.1_ASM1825709v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014279655.1	GCF_014279655.1_ASM1427965v1_genomic	Synechococcus sp. ROS8604		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_031583225.1	GCF_031583225.1_ASM3158322v1_genomic	Thermosynechococcus sp. PP555		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	supervised	NCBI_RefSeq
GCF_020829495.1	GCF_020829495.1_ASM2082949v1_genomic	Nostoc favosum		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_014050705.1	GCF_014050705.1_ASM1405070v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_019324885.1	GCF_019324885.1_ASM1932488v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_017115045.1	GCF_017115045.1_ASM1711504v1_genomic	Nostoc sp. NMS8		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028618835.1	GCF_028618835.1_ASM2861883v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014218745.1	GCF_014218745.1_ASM1421874v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_945903815.1	GCF_945903815.1_TrE-03may19-172_genomic	Synechococcus sp. UW140		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036917995.1	GCF_036917995.1_ASM3691799v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_001039265.1	GCF_001039265.1_ASM103926v1_genomic	Synechococcus sp. GFB01		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_014634785.1	GCF_014634785.1_ASM1463478v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_009184895.1	GCF_009184895.1_ASM918489v1_genomic	Nostocoides sp. F2B08		Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Nostocoides	supervised	NCBI_RefSeq
GCF_030017025.1	GCF_030017025.1_ASM3001702v1_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_046344115.1	GCF_046344115.1_ASM4634411v1_genomic	Microcystis sp.		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_964244915.1	GCF_964244915.1_public_SRR11456923_metawrap_bin.7_genomic	uncultured Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_028619235.1	GCF_028619235.1_ASM2861923v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_032911705.1	GCF_032911705.1_ASM3291170v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000153285.1	GCF_000153285.1_ASM15328v1_genomic	Synechococcus sp. WH 7805		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_965136925.1	GCF_965136925.1_CIP110927_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_963999815.1	GCF_963999815.1_ERR599140_maxbin2_1_genomic	uncultured Prochlorococcus sp.		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_020089005.1	GCF_020089005.1_ASM2008900v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047305225.1	GCF_047305225.1_ASM4730522v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_002009375.1	GCF_002009375.1_ASM200937v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_030455105.1	GCF_030455105.1_ASM3045510v1_genomic	Leuconostoc sp.		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047303155.1	GCF_047303155.1_ASM4730315v1_genomic	Prochlorococcus sp. MIT 1313		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_014651235.1	GCF_014651235.1_ASM1465123v1_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036919575.1	GCF_036919575.1_ASM3691957v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_036919815.1	GCF_036919815.1_ASM3691981v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_020089265.1	GCF_020089265.1_ASM2008926v1_genomic	Leuconostoc gasicomitatum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000007925.1	GCF_000007925.1_ASM792v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_047723455.1	GCF_047723455.1_ASM4772345v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020246985.1	GCF_020246985.1_ASM2024698v1_genomic	Microcystis sp. M010S1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_000412595.1	GCF_000412595.1_spc777-v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_015277835.1	GCF_015277835.1_ASM1527783v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036917175.1	GCF_036917175.1_ASM3691717v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_020245635.1	GCF_020245635.1_ASM2024563v1_genomic	Microcystis sp. M046S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_008690865.1	GCF_008690865.1_ASM869086v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_015207705.1	GCF_015207705.1_ASM1520770v1_genomic	Nostoc sp. LEGE 06077		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_925298225.1	GCF_925298225.1_IM1476_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_014696655.1	GCF_014696655.1_ASM1469665v1_genomic	Nostoc sp. FACHB-888		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_943912725.1	GCF_943912725.1_QR5mtZoVqg_bin.13.MAG_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_000817325.1	GCF_000817325.1_ASM81732v1_genomic	Synechococcus elongatus		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_000709265.1	GCF_000709265.1_CLCbio_CLC_Genomics_Workbench_6.5_of_Leuconostoc_lactis_genome_genomic	Leuconostoc lactis		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964186955.1	GCF_964186955.1_AMBV-1371_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047462375.1	GCF_047462375.1_ASM4746237v1_genomic	Synechococcus sp. H55.8		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047462115.1	GCF_047462115.1_ASM4746211v1_genomic	Synechococcus sp. R50.1		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_047502605.1	GCF_047502605.1_ASM4750260v1_genomic	Synechococcus sp. RC10A2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_008257445.1	GCF_008257445.1_ASM825744v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047719795.1	GCF_047719795.1_ASM4771979v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_020245245.1	GCF_020245245.1_ASM2024524v1_genomic	Microcystis sp. M25BS1		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_044129385.1	GCF_044129385.1_ASM4412938v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_015207115.1	GCF_015207115.1_ASM1520711v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_045801155.1	GCF_045801155.1_ASM4580115v1_genomic	Leuconostoc falkenbergense		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_964187055.1	GCF_964187055.1_AMBP-0220_genomic	Leuconostoc suionicum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_036917315.1	GCF_036917315.1_ASM3691731v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_008689675.1	GCF_008689675.1_ASM868967v1_genomic	Leuconostoc carnosum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_025211395.1	GCF_025211395.1_ASM2521139v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_023701635.1	GCF_023701635.1_ASM2370163v1_genomic	Anabaena sp. PCC 7938		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	supervised	NCBI_RefSeq
GCF_033881405.1	GCF_033881405.1_ASM3388140v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002812945.1	GCF_002812945.1_ASM281294v1_genomic	Prochlorococcus marinus		Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	supervised	NCBI_RefSeq
GCF_030065455.1	GCF_030065455.1_ASM3006545v1_genomic	Microcystis sp. M53602_WE12		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_015840335.1	GCF_015840335.1_ASM1584033v1_genomic	Synechococcus sp. CBW1108		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036918215.1	GCF_036918215.1_ASM3691821v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_007828135.1	GCF_007828135.1_ASM782813v1_genomic	Synechococcus sp. Ace-Pa		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020246165.1	GCF_020246165.1_ASM2024616v1_genomic	Microcystis sp. M122S2		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_047304725.1	GCF_047304725.1_ASM4730472v1_genomic	Synechococcus sp. MIT S9451		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_036916915.1	GCF_036916915.1_ASM3691691v1_genomic	Nostoc sp.		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_015206885.1	GCF_015206885.1_ASM1520688v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_032053965.1	GCF_032053965.1_ASM3205396v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_048320275.1	GCF_048320275.1_ASM4832027v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_028330645.1	GCF_028330645.1_ASM2833064v1_genomic	Microcystis aeruginosa		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
GCF_028618735.1	GCF_028618735.1_ASM2861873v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_002092155.1	GCF_002092155.1_ASM209215v1_genomic	Leuconostoc mesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_048656965.1	GCF_048656965.1_ASM4865696v1_genomic	Leuconostoc pseudomesenteroides		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_004359915.1	GCF_004359915.1_ASM435991v1_genomic	Leuconostoc citreum		Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	supervised	NCBI_RefSeq
GCF_047462495.1	GCF_047462495.1_ASM4746249v1_genomic	Synechococcus sp. H55.2		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_020514095.1	GCF_020514095.1_ASM2051409v1_genomic	Synechococcus sp. MU1643		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	supervised	NCBI_RefSeq
GCF_003990585.1	GCF_003990585.1_ASM399058v1_genomic	Nostoc sp. PCC 7120 = FACHB-418		Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	supervised	NCBI_RefSeq
GCF_007095565.1	GCF_007095565.1_ASM709556v1_genomic	Microcystis sp. M_OC_Ca_00000000_S217Cul		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	supervised	NCBI_RefSeq
